访客类型,月份,产品相关页面访问持续时间,信息相关页面,用户相关页面,信息相关页面访问持续时间,退出率,跳出率,产品相关页面,网页价值,操作系统,周末,浏览器,用户页面访问持续时间,区域,流量类型,节假日,是否购买
Returning_Visitor,May,463.8333333,1,0,2,0.067530864,0.040740741,27,0,3,FALSE,2,0,2,4,0,0
Returning_Visitor,Nov,1760.7,4,0,31.6,0.003333333,0,9,0,4,FALSE,2,0,9,2,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Mar,292.5,3,0,148,0.027272727,0,8,0,2,TRUE,2,0,1,3,0,0
Returning_Visitor,Dec,1157.416667,2,0,27.375,0.045714286,0.010833333,39,0,2,TRUE,2,0,4,1,0,0
Returning_Visitor,Nov,3411.955853,10,1,261.5,0.029876364,0.01056,122,0,2,FALSE,2,55.5,1,13,0,1
New_Visitor,Mar,68.75,3,0,18.75,0.025,0,7,0,2,FALSE,2,0,5,2,0,0
New_Visitor,Dec,670,4,0,153.75,0.010526316,0,17,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,566.8,0,0,0,0.007971014,0,23,0,3,FALSE,2,0,1,13,0,0
New_Visitor,Nov,168.75,3,0,265.75,0.03,0,8,0,3,FALSE,2,0,1,7,0,0
Returning_Visitor,Dec,7700.501461,3,3,216.5,0.012782022,0.002597403,151,4.074920999,2,FALSE,2,127.5,3,2,0,0
Returning_Visitor,May,143.5,0,0,0,0.033333333,0,9,0,2,FALSE,2,0,1,13,0,0
New_Visitor,May,335.6666667,2,0,23,0.011904762,0,22,0,2,TRUE,2,0,1,2,0,0
Returning_Visitor,Nov,2784.8,0,0,0,0.015317559,0.002739726,73,6.135982448,2,TRUE,2,0,5,2,0,0
Returning_Visitor,May,883,0,0,0,0.148917749,0.133333333,22,0,3,FALSE,2,0,1,13,0,0
Returning_Visitor,May,1945.321429,0,0,0,0.033333333,0.018032787,122,0,2,TRUE,6,0,1,6,1,0
New_Visitor,Mar,602.1666667,2,1,22,0.008695652,0,22,0,2,TRUE,2,49,1,2,0,0
Returning_Visitor,Dec,257.1666667,4,0,302.5,0.04875,0.05,15,0,3,FALSE,2,0,7,3,0,0
Returning_Visitor,Mar,1070.461905,0,0,0,0.007407407,0,27,57.7293604,2,FALSE,2,0,3,2,0,1
New_Visitor,May,73,4,3,74.33333333,0.044444444,0,2,0,3,FALSE,2,10,1,6,0,0
New_Visitor,Oct,213.0157143,2,0,70.6,0.007407407,0,27,79.51302667,2,TRUE,2,0,1,3,0,1
Returning_Visitor,Nov,4096.090152,0,0,0,0.011870748,0.003809524,140,0,2,FALSE,5,0,7,1,0,0
Returning_Visitor,May,1155.033333,1,0,64,0.003974359,0.001282051,54,0,4,FALSE,2,0,2,4,0,0
Returning_Visitor,June,1677.666667,3,1,56.8,0.040444444,0.010666667,73,0,2,FALSE,2,3,7,1,0,0
Returning_Visitor,Nov,3142.941176,23,0,322.9416667,0.019685462,0.003037975,62,7.311892217,2,TRUE,2,0,1,10,0,0
Returning_Visitor,Mar,116,0,0,0,0.1,0.025,8,0,2,FALSE,4,0,5,1,0,0
Returning_Visitor,Dec,2201.710714,9,0,500,0.011252834,0.000595238,54,2.82745293,2,FALSE,5,0,1,1,0,0
Returning_Visitor,Mar,925.8333333,0,0,0,0.048484848,0.018181818,22,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Aug,285.68,4,1,65.68,0.038461538,0.015384615,12,0,2,TRUE,6,42.4,4,3,0,0
Returning_Visitor,May,54.5,0,0,0,0.066666667,0,3,0,2,FALSE,4,0,3,2,0.6,0
Returning_Visitor,Oct,150.6,0,0,0,0.033333333,0,2,0,2,FALSE,2,0,3,5,0,0
New_Visitor,Nov,3421.575758,0,0,0,0.012333333,0,50,0,2,TRUE,2,0,1,2,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,2,0,1,TRUE,8,0,3,1,0,0
Returning_Visitor,Mar,92,0,0,0,0.1,0,2,0,2,FALSE,2,0,8,1,0,0
Returning_Visitor,Mar,437.25,0,0,0,0.102564103,0.069230769,13,0,1,FALSE,1,0,3,3,0,0
Returning_Visitor,Mar,624.5833333,1,2,4,0.031531532,0.016216216,31,8.708324324,2,TRUE,2,102,3,13,0,0
Returning_Visitor,Dec,558.3988095,0,5,0,0.046212121,0.022727273,17,0,1,FALSE,8,118.5,5,11,0,0
Returning_Visitor,Nov,730.35,5,0,266,0.026262626,0.006060606,29,32.91300914,4,FALSE,1,0,8,1,0,1
Returning_Visitor,Mar,1182.106162,13,0,214.8823529,0.018485839,0,41,4.465398354,2,FALSE,4,0,3,2,0,0
Returning_Visitor,May,168.2857143,0,0,0,0.069444444,0,12,0,2,FALSE,2,0,2,2,0.8,0
New_Visitor,May,132,0,0,0,0.033333333,0,6,0,4,FALSE,1,0,3,5,0,0
Returning_Visitor,May,292.5,0,0,0,0.01957672,0.013888889,18,0,2,FALSE,2,0,1,1,0,0
Other,Dec,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,2,2,0,0
New_Visitor,Nov,501.8,4,0,65,0.014285714,0,26,0,2,FALSE,2,0,9,2,0,1
Returning_Visitor,May,1042.416667,5,1,41,0.025444444,0.012,49,0,2,FALSE,2,9.307692308,6,3,0.6,0
Returning_Visitor,Nov,1883.444231,6,2,183.25,0.020858475,0,60,0,3,TRUE,12,80.5,1,6,0,1
Returning_Visitor,Nov,4067.010247,7,0,42.25714286,0.022888335,0.009230769,124,6.709440135,2,FALSE,2,0,3,2,0,1
Returning_Visitor,Nov,1658.125,0,0,0,0.014791667,0,32,19.6055151,2,FALSE,2,0,1,10,0,0
Returning_Visitor,May,588.3333333,0,0,0,0.067857143,0.028571429,16,0,2,FALSE,6,0,1,2,0.8,0
Returning_Visitor,Dec,2180.217803,0,0,0,0.012515263,0,52,0,2,FALSE,2,0,4,2,0,0
Returning_Visitor,Mar,400.3333333,3,0,63,0.046153846,0.030769231,13,0,4,FALSE,1,0,3,1,0,0
Returning_Visitor,Nov,1148.166667,1,1,120.5,0.036363636,0.009090909,22,7.518979759,2,TRUE,2,260.5,1,1,0,1
Returning_Visitor,Mar,44,0,0,0,0.1,0.066666667,6,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Jul,2525.307766,3,1,319.4,0.010606061,0,53,52.97841866,2,FALSE,2,251.8,9,4,0,1
Returning_Visitor,June,436.1,0,0,0,0.07,0.04,20,0,1,FALSE,1,0,4,3,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,2,0,3,TRUE,2,0,1,13,0,0
Returning_Visitor,Aug,7,0,0,0,0.1,0,2,0,2,FALSE,2,0,6,13,0,0
Returning_Visitor,May,135,1,0,6.4,0.005555556,0,13,0,3,TRUE,2,0,3,4,0,0
Returning_Visitor,Oct,268.4525974,3,1,17.94545455,0.014267677,0,18,0,2,FALSE,2,6,1,2,0,1
Returning_Visitor,Mar,1045.102381,4,2,179.6071429,0.007603276,0,34,0,1,FALSE,1,5.5,1,3,0,0
Returning_Visitor,Dec,2141.902778,0,2,0,0.042319508,0.029032258,29,0,2,FALSE,2,193.5,1,3,0,0
Returning_Visitor,Mar,570.5166667,4,0,82,0.024074074,0.007407407,23,0,1,FALSE,2,0,7,8,0,0
Returning_Visitor,May,1245,0,0,0,0.1,0,4,0,2,FALSE,2,0,3,6,0,0
Returning_Visitor,May,174.8333333,3,0,121,0.051764706,0.017647059,17,0,1,FALSE,4,0,2,2,0,0
Returning_Visitor,May,655,0,0,0,0.063636364,0.036363636,12,0,2,FALSE,2,0,1,6,0.8,0
Returning_Visitor,Nov,1548.08631,3,2,1528.25,0.025925926,0.006349206,60,22.92341151,1,TRUE,1,91,1,2,0,0
Returning_Visitor,May,140,0,0,0,0.07,0.04,10,0,1,FALSE,8,0,3,1,0.8,0
Returning_Visitor,Mar,701.5424242,0,0,0,0.026666667,0.013333333,17,0,2,FALSE,2,0,6,2,0,0
Returning_Visitor,May,1250.5,0,0,0,0.072,0.056,25,0,2,FALSE,2,0,3,3,0,0
Returning_Visitor,Dec,1440.933333,3,1,127.5,0.027210884,0.011428571,33,0,2,FALSE,2,46.5,1,1,0,0
Returning_Visitor,Nov,3763.447588,1,0,3,0.012346041,0.001666667,161,0,1,FALSE,1,0,1,2,0,1
Returning_Visitor,May,1159.666667,4,0,94,0.019142857,0.005714286,34,16.12416,1,FALSE,8,0,1,4,0,0
Returning_Visitor,Jul,2094.138889,2,0,10.77142857,0.05224537,0.023611111,70,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Nov,3517.039683,1,4,7,0.020421866,0.007189542,99,0,2,FALSE,2,103.75,1,8,0,1
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,2,3,0.6,0
Returning_Visitor,Nov,3075.978608,4,0,66.83333333,0.022299824,0.00962963,125,0,2,FALSE,5,0,3,1,0,1
New_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,2,TRUE,2,0,9,2,0,0
Returning_Visitor,Mar,634.1666667,12,0,765.6666667,0.015384615,0.015384615,7,0,1,FALSE,2,0,3,2,0,0
Returning_Visitor,Mar,75,2,0,7,0.11,0.05,10,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,May,212.8333333,9,1,299.0833333,0.033684211,0.010526316,14,0,3,TRUE,2,0,1,11,0,0
Returning_Visitor,Dec,513.3333333,0,0,0,0.015357143,0,20,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Dec,834.3611111,1,0,43,0.019666667,0.016,26,25.21523293,1,TRUE,1,0,1,10,0,0
Returning_Visitor,Nov,5767.465043,1,0,4,0.009348691,0.003636364,164,52.38420388,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Dec,135.5,0,0,0,0.166666667,0.066666667,2,0,1,FALSE,1,0,4,3,0,0
Returning_Visitor,May,127.6666667,3,0,100,0.005,0,8,0,3,FALSE,2,0,4,2,0,0
Returning_Visitor,Nov,190.7083333,0,2,0,0.039259259,0.022222222,17,0,3,TRUE,2,21,1,13,0,0
Returning_Visitor,Dec,383.4583333,0,0,0,0.029333333,0,15,0,2,FALSE,2,0,2,2,0,0
Returning_Visitor,Jul,64.6,0,0,0,0.075,0.05,8,0,2,FALSE,2,0,2,13,0,0
New_Visitor,Dec,330.4166667,1,0,29.33333333,0.023809524,0,6,0,3,FALSE,3,0,4,8,0,0
Returning_Visitor,Nov,877.6666667,2,0,32.83333333,0.020208333,0.004166667,16,0,3,TRUE,2,0,6,6,0,0
Returning_Visitor,Nov,2674.339216,1,0,73.75,0.020139353,0.000869565,45,0,1,FALSE,1,0,8,1,0,0
Returning_Visitor,Aug,1280.149821,4,7,56.63333333,0.035377102,0.016923077,58,0,2,TRUE,2,309.7333333,6,1,0,0
Returning_Visitor,May,140,0,0,0,0.133333333,0.066666667,3,0,3,FALSE,2,0,1,3,0,0
Returning_Visitor,May,1119.716667,6,3,595.1,0.016666667,0,19,0,1,FALSE,1,1439,8,2,0,0
Returning_Visitor,May,2954.759524,1,1,19,0.049396552,0.013793103,56,0,2,FALSE,2,0,3,6,0.6,0
Returning_Visitor,Nov,530.625,0,0,0,0.0125,0,16,0,2,TRUE,5,0,3,3,0,0
Returning_Visitor,Nov,1899.598899,16,5,164.925,0.029949875,0.010964912,64,83.78651166,3,TRUE,2,66.875,1,3,0,0
Returning_Visitor,Nov,46.25,0,0,0,0.1,0,4,0,1,FALSE,1,0,1,2,0,1
Returning_Visitor,Mar,31,0,0,0,0.05,0,2,0,2,FALSE,2,0,7,2,0,0
Returning_Visitor,Nov,1194.75,0,0,0,0.026315789,0,20,0,2,TRUE,2,0,1,8,0,1
New_Visitor,May,2837.166667,3,0,314.5,0.008333333,0,22,0,2,FALSE,4,0,2,2,0,0
Returning_Visitor,May,486.5,3,0,47,0.030666667,0,22,0,3,FALSE,2,0,3,11,0,0
Returning_Visitor,Sep,1376.3,2,0,24.2,0.03537415,0.008163265,46,6.012671082,2,FALSE,4,0,3,1,0,0
Returning_Visitor,May,413.7222222,3,1,119,0.013076923,0,25,15.40042308,1,FALSE,1,86,7,4,0,0
Returning_Visitor,Mar,96.5,0,0,0,0.022222222,0,3,0,1,TRUE,1,0,1,3,0,0
Returning_Visitor,May,684.5,0,0,0,0.044927536,0.02173913,23,0,2,FALSE,2,0,2,6,0.8,0
Returning_Visitor,May,1205.945238,13,1,318.7202381,0.01709646,0.008823529,60,5.710061275,2,FALSE,2,0,3,13,0,1
Returning_Visitor,Mar,1720,2,0,33,0.007692308,0,25,60.29018448,2,FALSE,5,0,3,1,0,1
Returning_Visitor,Mar,1418.25,0,1,0,0.00625,0,15,0,2,FALSE,2,255,3,1,0,0
Returning_Visitor,June,129.5833333,0,0,0,0.0875,0.075,16,0,3,TRUE,2,0,1,13,0,0
Returning_Visitor,May,1058.02381,0,0,0,0.036923077,0.026923077,27,0,2,FALSE,2,0,1,4,0.2,0
Returning_Visitor,Mar,96.46666667,2,0,45,0.018181818,0,9,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Mar,203,0,0,0,0.026666667,0,10,0,3,FALSE,2,0,2,3,0,0
Returning_Visitor,May,183,1,0,45,0.011111111,0,8,0,1,FALSE,1,0,1,4,0,0
Returning_Visitor,Aug,651.665,7,0,302.9,0.060270563,0.028787879,42,0,1,TRUE,1,0,1,3,0,0
New_Visitor,Nov,1787.395833,0,0,0,0.031871345,0.004824561,38,0,2,FALSE,2,0,4,2,0,0
Returning_Visitor,Nov,1461.416667,0,0,0,0.047163947,0.021978022,13,0,3,TRUE,2,0,3,11,0,0
New_Visitor,Dec,402.3958333,7,0,288.5208333,0.002857143,0,12,0,1,TRUE,1,0,8,2,0,0
Returning_Visitor,Dec,892.9679487,0,0,0,0.022751323,0.014814815,27,0,2,TRUE,2,0,3,2,0,0
New_Visitor,May,381.3571429,1,0,29,0.004166667,0,25,0,2,FALSE,2,0,1,2,0.8,0
Returning_Visitor,May,116.6666667,7,0,48.5,0.006666667,0,9,0,2,FALSE,2,0,1,1,0.4,0
New_Visitor,Mar,139.3333333,2,0,37,0.011111111,0,7,0,3,TRUE,2,0,7,8,0,0
Returning_Visitor,May,2542.333333,1,1,114,0.059814815,0.042592593,36,33.44055556,2,TRUE,2,173,7,1,0,0
Returning_Visitor,Aug,1228.5,0,0,0,0.059313725,0.039705882,34,0,3,FALSE,2,0,1,4,0,0
Returning_Visitor,Nov,1173.417614,1,0,75.16666667,0.002,0,20,21.41943708,3,FALSE,2,0,8,11,0,1
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,1,20,0,0
Returning_Visitor,May,407.5,3,0,17,0.02,0,18,0,2,TRUE,2,0,6,5,0,0
Returning_Visitor,Dec,729.2916667,0,0,0,0.009387755,0,35,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Mar,30.5,0,0,0,0.05,0,4,0,2,FALSE,4,0,3,3,0,0
Returning_Visitor,May,110.5,0,0,0,0.05,0,9,0,2,FALSE,4,0,6,3,0.6,0
Returning_Visitor,May,209.25,1,0,132,0.022222222,0,8,0,2,FALSE,2,0,7,6,0,0
Returning_Visitor,May,2054.114286,7,2,146,0.011877551,0,28,5.789028571,1,FALSE,1,37,9,3,0,0
New_Visitor,Nov,336.1383333,3,0,113.8,0.011764706,0,15,0,2,FALSE,4,0,9,3,0,0
Returning_Visitor,Dec,2004.708333,0,0,0,0.019337607,0,52,0,2,FALSE,2,0,3,1,0,0
New_Visitor,May,529.3333333,4,1,123,0.0045,0,16,0,3,FALSE,3,29.5,2,2,0,0
Returning_Visitor,Dec,3,0,0,0,0.1,0,2,0,2,FALSE,2,0,4,2,0,0
Returning_Visitor,May,85,1,0,6,0.066666667,0,2,0,2,FALSE,4,0,1,2,0,0
Returning_Visitor,Dec,219.5,1,0,9,0.027272727,0,10,0,2,FALSE,2,0,1,11,0,0
New_Visitor,Nov,662.5,0,0,0,0.013043478,0,23,0,2,TRUE,2,0,6,2,0,1
Returning_Visitor,May,4086.144897,11,6,167.1666667,0.009603919,0.000555556,172,1.418440397,2,FALSE,7,348,7,3,0.4,0
New_Visitor,Nov,21.25,0,0,0,0.066666667,0,3,0,3,TRUE,2,0,1,2,0,0
Returning_Visitor,Dec,370.6666667,0,0,0,0.051041667,0.033333333,16,0,3,FALSE,2,0,2,3,0,0
Returning_Visitor,May,512.05,2,0,22,0.075277778,0.04375,22,0,1,FALSE,1,0,3,2,0.6,0
Returning_Visitor,May,1738.25,3,0,45.5,0.03537415,0.006349206,43,0,2,FALSE,5,0,7,3,0,0
Returning_Visitor,Mar,775.3333333,2,0,37,0.009090909,0,21,0,4,TRUE,1,0,1,2,0,0
New_Visitor,Nov,221.375,4,0,100.75,0.015384615,0,11,0,2,TRUE,2,0,3,2,0,0
Returning_Visitor,Nov,1051.125,7,0,69.875,0.010526316,0,33,25.12339065,2,TRUE,2,0,9,11,0,1
Returning_Visitor,Mar,383.5,0,0,0,0.023809524,0,7,0,3,FALSE,2,0,6,3,0,0
Returning_Visitor,May,1804.9,3,0,37.5,0.039361702,0.017730496,46,0,2,FALSE,2,0,3,6,0,0
Returning_Visitor,Nov,1465.555338,5,0,173.2632132,0.023755148,0.02384954,49,20.6672459,3,FALSE,2,0,3,1,0,1
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,8,6,0,0
Returning_Visitor,Nov,1547.477273,5,2,408.4083333,0.017333333,0,54,0,2,TRUE,2,47.5,3,2,0,1
Returning_Visitor,May,57,0,0,0,0.066666667,0,3,0,2,FALSE,5,0,1,2,0.2,0
Returning_Visitor,May,856.3333333,0,0,0,0.05,0.025,10,0,1,TRUE,2,0,2,4,0,0
Returning_Visitor,May,345.25,0,0,0,0.04,0.02,10,0,2,FALSE,4,0,3,3,0,0
Returning_Visitor,Nov,760.7632353,1,1,26.5,0.020512821,0.006153846,24,33.11000268,2,FALSE,2,58.5,1,2,0,1
New_Visitor,Mar,354,2,0,33,0.02,0,9,0,3,FALSE,2,0,1,3,0,0
Returning_Visitor,Mar,370.8333333,0,0,0,0.057142857,0.028571429,7,0,2,FALSE,2,0,2,3,0,0
Returning_Visitor,May,14,0,0,0,0.1,0,1,0,2,FALSE,2,0,3,3,0.8,0
Returning_Visitor,Dec,182.25,0,0,0,0.076923077,0.046153846,13,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,1,13,0,0
Returning_Visitor,May,312.0333333,0,0,0,0.009090909,0,12,17.808,2,FALSE,2,0,8,6,0,1
New_Visitor,Jul,776.8833333,2,0,30.2,0.003125,0,32,0,2,FALSE,4,0,1,5,0,0
Returning_Visitor,Nov,930.5,4,1,115.0833333,0.021428571,0,16,0,3,FALSE,2,3,6,2,0,0
New_Visitor,Aug,267.9,4,0,66.76,0.002777778,0,10,0,2,FALSE,2,0,7,2,0,0
Returning_Visitor,May,497.3333333,0,1,0,0.06,0.03,8,0,3,FALSE,2,56,3,3,0.4,0
Returning_Visitor,Nov,60,0,0,0,0.138888889,0.15,6,0,3,FALSE,2,0,5,1,0,0
Returning_Visitor,May,1039.477564,4,3,248.6666667,0.007428571,0.004285714,30,9.511714286,3,FALSE,2,382.3333333,2,11,0,1
Returning_Visitor,Sep,0,0,0,0,0.2,0.2,1,0,2,FALSE,4,0,4,4,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,3,0,1,FALSE,1,0,1,3,0,0
New_Visitor,Dec,185.5,0,0,0,0.05,0.016666667,6,0,2,FALSE,2,0,3,8,0,0
Returning_Visitor,Nov,1825.557143,0,2,0,0.018115942,0,43,0,2,TRUE,6,21,1,2,0,0
Returning_Visitor,May,88,0,0,0,0.057142857,0,7,0,2,FALSE,2,0,3,1,0.8,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,2,0,3,FALSE,2,0,1,10,0,0
Returning_Visitor,Aug,2110.422354,16,1,825.9400176,0.014936612,0.005177873,109,2.491316021,2,FALSE,2,120.8,7,1,0,0
Returning_Visitor,May,943.6190476,2,0,178,0.048194444,0.031944444,36,0,3,FALSE,2,0,1,13,0.2,0
Returning_Visitor,May,304.5,3,0,25.08333333,0.007407407,0,25,0,2,FALSE,2,0,3,13,0,0
New_Visitor,Dec,1625.583333,0,0,0,0.009677419,0,31,0,4,FALSE,2,0,1,8,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,1,TRUE,1,0,6,4,0,0
Returning_Visitor,Dec,621.4166667,0,0,0,0.015789474,0,19,0,4,TRUE,1,0,1,2,0,0
Returning_Visitor,Mar,332,0,0,0,0.06,0.03,20,0,4,FALSE,1,0,3,1,0,0
Returning_Visitor,Sep,2063.642844,8,0,92.93333333,0.011934156,0.007407407,78,0,3,FALSE,2,0,6,13,0,0
Returning_Visitor,Mar,804.2833333,3,2,14.5,0.044155844,0.014141414,28,7.945805543,2,FALSE,5,907.8333333,9,2,0,0
Returning_Visitor,Aug,1953.537512,9,0,292.3,0.007295031,0.002892562,117,2.767055125,1,TRUE,1,0,1,4,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,3,2,0,0
Returning_Visitor,May,48,0,0,0,0.093333333,0.08,5,0,3,FALSE,2,0,4,13,0.8,0
Returning_Visitor,Nov,3865.838889,5,0,44,0.023900203,0.006458094,131,0.818306551,2,TRUE,2,0,3,2,0,1
Returning_Visitor,May,3227.5,1,0,41.33333333,0.004651163,0,44,28.53153488,2,FALSE,2,0,4,13,0.6,1
Returning_Visitor,May,244,0,2,0,0.023529412,0,16,0,2,FALSE,2,71,1,4,0,0
Returning_Visitor,Dec,23,0,0,0,0.16,0.12,5,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,May,141.5,0,0,0,0.111764706,0.082352941,17,0,2,FALSE,2,0,1,6,0.6,0
Returning_Visitor,Aug,930.3666667,5,0,173.9666667,0.017272727,0.018181818,17,0,2,FALSE,2,0,3,4,0,0
Returning_Visitor,June,535.3995238,0,0,0,0.02962963,0,18,0,1,FALSE,1,0,1,2,0,0
Returning_Visitor,Nov,123,0,0,0,0.029166667,0.025,8,0,3,TRUE,2,0,3,11,0,0
Returning_Visitor,Jul,1053.175758,3,0,21.2,0.014583333,0.002083333,23,0,3,FALSE,2,0,3,4,0,0
Returning_Visitor,Mar,288,4,0,14,0.0375,0.0125,13,0,1,TRUE,1,0,4,2,0,0
Returning_Visitor,Mar,758.1666667,0,0,0,0.05,0.025,8,0,1,FALSE,1,0,1,1,0,0
Returning_Visitor,Aug,4143.175238,2,0,75.05,0.03900641,0.019711538,106,4.484328486,3,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,145,0,0,0,0.036363636,0.018181818,11,0,1,FALSE,1,0,1,10,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,4,1,0,0
Returning_Visitor,Mar,1127.288305,14,2,272.5,0.014499164,0.003125,55,0,3,FALSE,2,52.25,7,1,0,0
Returning_Visitor,May,3981.892484,0,8,0,0.015404896,0.003389831,51,0,2,FALSE,2,707.5,8,3,0.4,0
New_Visitor,May,1124.916667,8,1,249,0.014672365,0,31,18.08584615,2,FALSE,4,36.33333333,5,5,0,1
Returning_Visitor,Dec,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,4,2,0,0
Returning_Visitor,Oct,348.0611111,1,2,30.2,0.03037037,0.014814815,25,0,3,FALSE,2,30.7,7,1,0,0
New_Visitor,Mar,558,2,0,27,0.0125,0,6,0,2,FALSE,2,0,3,8,0,0
Returning_Visitor,May,2104.3114,2,1,89.75,0.01954189,0.009615385,49,8.979934615,1,FALSE,1,89,4,2,0.8,0
Returning_Visitor,May,392,0,0,0,0.026923077,0,13,0,3,FALSE,2,0,1,13,0.6,0
Returning_Visitor,May,2083.3,0,0,0,0.005252101,0.000980392,70,0,2,FALSE,2,0,7,2,0,0
New_Visitor,Nov,212.9166667,0,0,0,0.009090909,0,11,0,3,FALSE,2,0,5,2,0,0
Returning_Visitor,Nov,2338.95,1,0,46.5,0.030325203,0.017073171,40,9.472914356,1,FALSE,1,0,1,3,0,1
New_Visitor,Mar,1610.916667,1,0,45,0.007142857,0,13,0,1,TRUE,1,0,1,3,0,0
Returning_Visitor,Mar,125,0,0,0,0.081818182,0.018181818,11,0,2,FALSE,2,0,1,13,0,0
Returning_Visitor,Mar,1114.916667,0,2,0,0.030769231,0,11,0,3,FALSE,2,30,1,3,0,0
Returning_Visitor,May,105,0,0,0,0.1,0.066666667,6,0,3,FALSE,2,0,4,3,0,0
Returning_Visitor,Nov,5252.861501,7,1,145,0.012009804,0.004411765,130,0.680988542,2,FALSE,2,37.5,4,2,0,1
New_Visitor,Dec,454.5,4,0,97.5,0.00625,0,5,0,2,FALSE,2,0,7,2,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,1,4,0,0
Returning_Visitor,Nov,3993.833333,3,0,726,0.043171115,0.002040816,47,0,2,FALSE,2,0,9,2,0,0
Returning_Visitor,Nov,211.4166667,0,0,0,0.061111111,0.033333333,18,0,2,TRUE,2,0,5,3,0,0
Returning_Visitor,May,1552.547619,10,3,1751.047619,0.070490196,0.01372549,22,4.279294118,2,FALSE,4,69,2,3,0,0
Returning_Visitor,Mar,1409.416667,6,0,125.5,0.023703704,0.002469136,19,0,1,FALSE,8,0,3,2,0,0
Returning_Visitor,Mar,644,0,0,0,0.051923077,0.007692308,27,0,3,FALSE,2,0,2,3,0,0
Returning_Visitor,May,1814.564286,10,2,237.8333333,0.010385835,0.002325581,82,8.495651163,3,FALSE,2,23,3,2,0,0
Returning_Visitor,May,603.7071429,3,0,105,0.003714286,0,34,14.75710476,1,FALSE,1,0,1,3,0,1
Returning_Visitor,Oct,0,0,0,0,0.2,0.2,1,0,2,FALSE,5,0,1,20,0,1
Returning_Visitor,Nov,1398.9375,1,0,70.5,0.016269841,0.014285714,28,17.46396119,3,FALSE,2,0,3,1,0,0
New_Visitor,Nov,1722.583333,8,2,1592.916667,0.031578947,0,14,0,4,FALSE,1,146.6666667,3,8,0,1
Returning_Visitor,Nov,56.25,4,0,21,0.066666667,0.033333333,7,0,3,TRUE,2,0,1,15,0,0
Returning_Visitor,Aug,589.5,0,0,0,0.034416667,0.018333333,40,0,3,TRUE,2,0,1,1,0,0
Returning_Visitor,May,1569.866667,4,0,61,0.011870845,0.003418803,117,49.95438177,2,FALSE,2,0,1,3,0,0
Returning_Visitor,May,77.5,2,2,45,0.033333333,0,4,0,1,TRUE,1,55.5,2,4,0,0
Returning_Visitor,Dec,332.2916667,0,0,0,0.009090909,0,11,0,2,FALSE,2,0,2,2,0,0
New_Visitor,Nov,902.6527778,0,0,0,0.008852259,0,39,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Sep,1161.9,0,0,0,0.08,0.055,40,0,1,FALSE,8,0,6,1,0,0
Returning_Visitor,May,576.8333333,0,0,0,0.019444444,0,36,0,4,FALSE,1,0,1,2,0,0
Returning_Visitor,Jul,183,4,0,47.8,0.072727273,0.018181818,7,0,3,FALSE,3,0,3,4,0,0
New_Visitor,Sep,216.7,3,0,53.4,0.008695652,0,21,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Oct,102.2,5,0,53.3,0.025,0,4,31.44363136,2,FALSE,2,0,6,2,0,1
Returning_Visitor,Nov,1850.116667,2,0,298.2,0.004421769,0.004081633,48,7.56292207,1,TRUE,1,0,2,2,0,1
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,6,FALSE,7,0,3,15,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,1,20,0,0
